Timestamp_ms,CPU_Temp
1697679994348,54.0
1697679995437,54.0
1697679996576,54.0
1697679997713,55.5
1697679998899,54.5
1697680000085,55.5
1697680001247,55.0
1697680002381,56.400001525878906
1697680003513,56.900001525878906
1697680004591,55.5
1697680005725,54.5
1697680006844,56.0
1697680008079,56.0
1697680009233,56.400001525878906
1697680010366,56.900001525878906
1697680011519,57.400001525878906
1697680012664,56.400001525878906
1697680013811,57.400001525878906
1697680015014,56.400001525878906
1697680016146,56.400001525878906
1697680017303,56.900001525878906
1697680018413,56.900001525878906
1697680019546,56.900001525878906
1697680020629,56.400001525878906
1697680021740,57.900001525878906
1697680022911,57.900001525878906
1697680023988,57.400001525878906
1697680025130,56.400001525878906
1697680026291,56.900001525878906
1697680027444,56.400001525878906
1697680028622,56.400001525878906
1697680029754,57.900001525878906
1697680030981,58.400001525878906
1697680032083,56.900001525878906
1697680033221,57.400001525878906
1697680034349,56.900001525878906
1697680035447,57.400001525878906
1697680036530,57.400001525878906
1697680037646,57.400001525878906
1697680038749,57.900001525878906
1697680039996,57.400001525878906
1697680041144,56.900001525878906
1697680042327,57.900001525878906
1697680043453,56.900001525878906
1697680044554,57.400001525878906
1697680045646,57.900001525878906
1697680046757,58.400001525878906
1697680047911,57.900001525878906
1697680049148,57.900001525878906
1697680050291,57.900001525878906
1697680051402,57.400001525878906
1697680052647,57.400001525878906
1697680053745,57.400001525878906
1697680054862,58.400001525878906
1697680056035,58.400001525878906
1697680057218,56.400001525878906
1697680058346,58.400001525878906
1697680059494,58.900001525878906
1697680060629,57.900001525878906
1697680061701,57.900001525878906
1697680062821,57.400001525878906
1697680063979,57.900001525878906
1697680065239,57.400001525878906
1697680066391,58.400001525878906
1697680067501,58.400001525878906
1697680068782,58.400001525878906
1697680069926,57.900001525878906
1697680071094,58.900001525878906
1697680072286,57.900001525878906
1697680073411,57.900001525878906
1697680074517,57.900001525878906
1697680075645,59.400001525878906
1697680076794,58.900001525878906
1697680077892,58.400001525878906
1697680078999,58.900001525878906
1697680080101,58.900001525878906
1697680081299,58.400001525878906
1697680082398,57.900001525878906
1697680083547,57.400001525878906
1697680084664,58.400001525878906
1697680085765,58.900001525878906
1697680086846,57.400001525878906
1697680087916,57.400001525878906
1697680088988,57.400001525878906
1697680090078,57.400001525878906
1697680091153,56.900001525878906
1697680092233,56.900001525878906
1697680093300,56.900001525878906
1697680094370,56.0
1697680095460,55.5
