Timestamp_ms,CPU_Temp
1697679613198,39.900001525878906
1697679614299,42.29999923706055
1697679615407,41.79999923706055
1697679616497,43.29999923706055
1697679617585,43.29999923706055
1697679618709,43.29999923706055
1697679619792,42.79999923706055
1697679620886,43.79999923706055
1697679621976,45.20000076293945
1697679623135,44.79999923706055
1697679624240,44.79999923706055
1697679625331,43.29999923706055
1697679626498,45.20000076293945
1697679627625,44.79999923706055
1697679628793,46.20000076293945
1697679629866,46.20000076293945
1697679630992,45.20000076293945
1697679632114,45.20000076293945
1697679633192,45.20000076293945
1697679634357,45.70000076293945
1697679635452,46.20000076293945
1697679636522,46.20000076293945
1697679637613,44.79999923706055
1697679638726,46.20000076293945
1697679639819,46.20000076293945
1697679640935,46.70000076293945
1697679642104,46.20000076293945
1697679643180,46.20000076293945
1697679644310,46.20000076293945
1697679645486,45.70000076293945
1697679646562,46.20000076293945
1697679647663,47.20000076293945
1697679648821,46.70000076293945
1697679649896,46.70000076293945
1697679650986,45.70000076293945
1697679652181,46.20000076293945
1697679653279,47.70000076293945
1697679654403,47.20000076293945
1697679655582,47.70000076293945
1697679656651,47.20000076293945
1697679657784,46.70000076293945
1697679658912,47.20000076293945
1697679660000,48.20000076293945
1697679661100,46.70000076293945
1697679662219,46.20000076293945
1697679663312,47.70000076293945
1697679664406,47.20000076293945
1697679665506,47.70000076293945
1697679666585,47.70000076293945
1697679667693,47.20000076293945
1697679668806,47.20000076293945
1697679669878,48.20000076293945
1697679670972,47.20000076293945
1697679672123,46.20000076293945
1697679673192,48.20000076293945
1697679674306,47.20000076293945
1697679675426,47.70000076293945
1697679676500,48.20000076293945
1697679677605,47.70000076293945
1697679678735,47.70000076293945
1697679679806,47.20000076293945
1697679680926,48.20000076293945
1697679682079,47.70000076293945
1697679683177,47.70000076293945
1697679684265,47.70000076293945
1697679685446,48.20000076293945
1697679686518,47.70000076293945
1697679687629,46.70000076293945
1697679688750,47.20000076293945
1697679689822,48.20000076293945
1697679690948,48.20000076293945
1697679692045,47.70000076293945
1697679693123,47.20000076293945
1697679694240,47.20000076293945
1697679695330,47.70000076293945
1697679696411,47.20000076293945
1697679697502,47.70000076293945
1697679698690,48.70000076293945
1697679699774,48.20000076293945
1697679700873,48.20000076293945
1697679702079,47.70000076293945
1697679703160,47.70000076293945
1697679704253,47.20000076293945
1697679705331,47.20000076293945
1697679706403,46.20000076293945
1697679707479,44.79999923706055
1697679708555,44.79999923706055
1697679709630,44.29999923706055
1697679710705,44.79999923706055
1697679711776,44.29999923706055
1697679712852,44.79999923706055
1697679713928,44.29999923706055
