frame_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1677133825446,1677133825451,1677133825625,1677133825627,181,174,7
2,1677133826519,1677133826522,1677133826670,1677133826672,153,148,5
3,1677133827591,1677133827595,1677133827738,1677133827739,148,143,5
CPU_usage_percent,peak_memory_mb,current_memory_mb
82.2509765625,12.470928192138672,0.018140999600291252
