frame_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1677134040127,1677134040131,1677134041094,1677134041096,969,963,6
2,1677134041212,1677134041216,1677134041395,1677134041397,185,179,6
3,1677134042293,1677134042296,1677134042446,1677134042448,155,150,5
CPU_usage_percent,peak_memory_mb,current_memory_mb
127.86865234375,12.602066040039062,0.15343500673770905
