experiment_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time,avg_cpu,avg_memory,avg_disk,avg_network_received_sp,avg_network_transmitted_sp,avg_temperature
1,1681524403382,1681524403498,1681524468729,1681524468727,65345,65231,114,100.0,16.198610305786133,0.5433333516120911,0.05071428418159485,0.025714285671710968,60.11836624145508
2,1681524476288,1681524476406,1681524559718,1681524559762,83474,83312,162,100.0,16.26044464111328,0.5074999928474426,0.8594444394111633,0.01944444514811039,61.1368408203125
