experiment_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time,avg_cpu,avg_memory,avg_disk,avg_network_received_sp,avg_network_transmitted_sp,avg_temperature
1,1681524279274,1681524279389,1681524295336,1681524295361,16087,15947,140,40.870452880859375,15.734090805053711,1.2300000190734863,0.0,0.0,42.521053314208984
2,1681524301717,1681524301815,1681524319640,1681524319616,17899,17825,74,59.60625076293945,15.869999885559082,1.2300000190734863,0.04800000041723251,0.057999998331069946,47.3650016784668
