experiment_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time,avg_cpu,avg_memory,avg_disk,avg_network_received_sp,avg_network_transmitted_sp,avg_temperature
1,1681523891792,1681523891837,1681523908417,1681523908495,16703,16580,123,24.69318199157715,15.691363334655762,1.2300000190734863,1.2925000190734863,0.0,38.94210433959961
2,1681523914026,1681523914130,1681523930975,1681523931015,16989,16845,144,25.0395450592041,15.691818237304688,1.2300000190734863,0.029999999329447746,0.019999999552965164,40.93684387207031
