experiment_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time,avg_cpu,avg_memory,avg_disk,avg_network_received_sp,avg_network_transmitted_sp,avg_temperature
1,1681524832911,1681524833075,1681524986821,1681524986865,153954,153746,208,100.0,18.662200927734375,1.3185714483261108,0.11343750357627869,0.025624999776482582,57.5388069152832
2,1681524994771,1681524994858,1681525163717,1681525163689,168918,168859,59,100.0,20.05028533935547,2.3037500381469727,0.009999999776482582,0.010285714641213417,56.76818084716797
