experiment_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time,avg_cpu,avg_memory,avg_disk,avg_network_received_sp,avg_network_transmitted_sp,avg_temperature
1,1681524567527,1681524567565,1681524680837,1681524680886,113359,113272,87,100.0,16.937000274658203,0.4860000014305115,0.44624999165534973,0.02291666716337204,60.09843826293945
2,1681524688756,1681524688887,1681524824395,1681524824361,135605,135508,97,100.0,17.543872833251953,0.27166667580604553,0.07821428775787354,0.0071428571827709675,58.39253616333008
