Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

12:02:55 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
12:02:56 AM     all     14.68      0.00     15.19      0.00      0.00      0.51      0.25      0.00      0.00     69.37
12:02:57 AM     all     25.19      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.55
12:02:58 AM     all     25.00      0.00      0.51      0.00      0.00      0.51      0.00      0.00      0.00     73.99
12:02:59 AM     all     25.25      0.00      0.25      0.00      0.00      0.51      0.25      0.00      0.00     73.74
12:03:00 AM     all     26.70      0.00      1.26      0.00      0.00      0.25      0.00      0.00      0.00     71.79
12:03:01 AM     all     24.94      0.00      0.50      0.25      0.00      0.76      0.00      0.00      0.00     73.55
12:03:02 AM     all     25.19      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     73.80
12:03:03 AM     all     24.37      0.00      0.75      0.00      0.00      0.75      0.25      0.00      0.00     73.87
12:03:04 AM     all     25.44      0.00      0.25      0.00      0.00      0.25      0.00      0.00      0.00     74.06
12:03:05 AM     all     25.13      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:03:06 AM     all     25.31      0.00      1.50      0.00      0.00      0.50      0.25      0.00      0.00     72.43
12:03:07 AM     all     25.00      0.00      0.75      0.00      0.00      0.50      0.25      0.00      0.00     73.50
12:03:08 AM     all     25.13      0.00      0.50      0.25      0.00      0.25      0.00      0.00      0.00     73.87
12:03:09 AM     all     24.81      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.93
12:03:10 AM     all     24.37      0.00      0.75      0.00      0.00      0.50      0.00      0.00      0.00     74.37
12:03:11 AM     all     25.06      0.00      0.75      0.00      0.00      0.50      0.25      0.00      0.00     73.43
12:03:12 AM     all     25.31      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     73.93
12:03:13 AM     all     25.00      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.75
12:03:14 AM     all     25.51      0.00      0.00      0.00      0.00      0.25      0.00      0.00      0.00     74.24
12:03:15 AM     all     25.00      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.75
12:03:16 AM     all     25.06      0.00      0.75      0.00      0.00      0.50      0.00      0.00      0.00     73.68
12:03:17 AM     all     39.80      0.00      5.79      0.00      0.00      0.50      0.25      0.00      0.00     53.65
12:03:18 AM     all     98.01      0.00      1.00      0.00      0.00      0.75      0.25      0.00      0.00      0.00
12:03:19 AM     all     78.20      0.00      0.75      0.00      0.00      0.50      0.00      0.00      0.00     20.55
12:03:20 AM     all     24.81      0.00      0.75      0.00      0.00      0.50      0.25      0.00      0.00     73.68
12:03:21 AM     all     25.13      0.00      0.75      0.00      0.00      0.50      0.00      0.00      0.00     73.62
12:03:22 AM     all     25.13      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     73.87
12:03:23 AM     all     25.06      0.00      0.25      0.00      0.00      0.51      0.00      0.00      0.00     74.18
12:03:24 AM     all     25.25      0.00      0.25      0.00      0.00      0.25      0.00      0.00      0.00     74.24
12:03:25 AM     all     19.30      0.00      1.25      0.00      0.00      0.50      0.25      0.00      0.00     78.70
12:03:26 AM     all     32.32      0.00      0.00      0.00      0.00      0.51      0.25      0.00      0.00     66.92
12:03:27 AM     all     79.00      0.00      0.50      0.00      0.00      0.75      0.25      0.00      0.00     19.50
12:03:28 AM     all     89.20      0.00      0.00      0.00      0.00      0.50      0.00      0.00      0.00     10.30
12:03:29 AM     all     50.25      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     48.49
12:03:30 AM     all     25.25      0.00      0.00      0.00      0.00      0.25      0.00      0.00      0.00     74.49
12:03:31 AM     all     24.94      0.00      0.75      0.25      0.00      0.50      0.25      0.00      0.00     73.32
12:03:32 AM     all     21.05      0.00      0.75      0.00      0.00      0.50      0.25      0.00      0.00     77.44
12:03:33 AM     all     25.25      0.00      0.00      0.00      0.00      0.51      0.00      0.00      0.00     74.24
12:03:34 AM     all     53.13      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     45.61
12:03:35 AM     all     82.71      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     16.54
12:03:36 AM     all     73.18      0.00      0.75      0.00      0.00      0.50      0.25      0.00      0.00     25.31
12:03:37 AM     all     31.00      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     67.75
12:03:38 AM     all     25.19      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.06
12:03:39 AM     all     23.25      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     75.75
12:03:40 AM     all     21.97      0.00      0.51      0.00      0.00      0.51      0.00      0.00      0.00     77.02
12:03:41 AM     all     52.02      0.00      0.51      0.00      0.00      0.51      0.25      0.00      0.00     46.72
12:03:42 AM     all     85.89      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     13.10
12:03:43 AM     all     79.70      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     19.05
12:03:44 AM     all     37.28      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     61.71
12:03:45 AM     all     24.94      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     74.06
12:03:46 AM     all     25.25      0.00      0.75      0.25      0.00      0.50      0.00      0.00      0.00     73.25
12:03:47 AM     all     19.40      0.00      1.01      0.00      0.00      0.25      0.25      0.00      0.00     79.09
12:03:48 AM     all     25.25      0.00      0.25      0.00      0.00      0.51      0.00      0.00      0.00     73.99
12:03:49 AM     all     25.31      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     73.68
