request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693214528007,1692242263715,1692242274431,1693214538832,10825,10716,109
2,1693214538832,1692242274472,1692242285176,1693214549579,10747,10704,43
3,1693214549579,1692242285218,1692242295918,1693214560285,10706,10700,6
4,1693214560448,1692242296088,1692242307534,1693214571902,11454,11446,8
5,1693214571902,1692242307544,1692242319040,1693214583446,11544,11496,48
6,1693214583446,1692242319086,1692242330275,1693214594643,11197,11189,8
7,1693214594649,1692242330288,1692242340992,1693214605358,10709,10704,5
8,1693214605358,1692242340998,1692242351704,1693214616137,10779,10706,73
9,1693214616137,1692242351777,1692242362480,1693214626847,10710,10703,7
10,1693214627012,1692242362652,1692242374180,1693214638561,11549,11528,21
11,1693214638561,1692242374209,1692242385831,1693214650281,11720,11622,98
12,1693214650281,1692242385923,1692242397168,1693214661535,11254,11245,9
13,1693214661541,1692242397182,1692242407887,1693214672253,10712,10705,7
14,1693214672253,1692242407895,1692242418600,1693214682994,10741,10705,36
15,1693214682994,1692242418649,1692242429354,1693214693720,10726,10705,21
16,1693214693882,1692242429524,1692242440913,1693214705281,11399,11389,10
17,1693214705281,1692242440924,1692242452276,1693214716644,11363,11352,11
18,1693214716644,1692242452286,1692242463395,1693214727761,11117,11109,8
19,1693214727768,1692242463409,1692242474115,1693214738480,10712,10706,6
20,1693214738480,1692242474122,1692242484824,1693214749190,10710,10702,8
21,1693214749190,1692242484831,1692242495536,1693214759902,10712,10705,7
22,1693214760065,1692242495707,1692242507128,1693214771578,11513,11421,92
23,1693214771578,1692242507221,1692242518729,1693214783125,11547,11508,39
24,1693214783125,1692242518768,1692242530092,1693214794457,11332,11324,8
25,1693214794465,1692242530107,1692242540807,1693214805172,10707,10700,7
26,1693214805172,1692242540814,1692242551516,1693214815881,10709,10702,7
27,1693214815881,1692242551524,1692242562227,1693214826596,10715,10703,12
28,1693214826767,1692242562410,1692242573881,1693214838247,11480,11471,9
29,1693214838247,1692242573898,1692242585546,1693214849913,11666,11648,18
30,1693214849913,1692242585560,1692242596824,1693214861193,11280,11264,16
31,1693214861226,1692242596871,1692242607575,1693214871940,10714,10704,10
32,1693214871940,1692242607587,1692242618296,1693214882660,10720,10709,11
33,1693214882660,1692242618313,1692242629017,1693214893432,10772,10704,68
34,1693214893597,1692242629241,1692242640651,1693214905015,11418,11410,8
35,1693214905015,1692242640664,1692242652055,1693214916427,11412,11391,21
36,1693214916427,1692242652073,1692242663399,1693214927839,11412,11326,86
37,1693214927846,1692242663489,1692242674197,1693214938589,10743,10708,35
38,1693214938589,1692242674233,1692242684941,1693214949304,10715,10708,7
39,1693214949304,1692242684948,1692242695652,1693214960065,10761,10704,57
40,1693214960231,1692242695875,1692242707355,1693214971769,11538,11480,58
41,1693214971769,1692242707417,1692242719153,1693214983542,11773,11736,37
42,1693214983542,1692242719189,1692242730460,1693214994822,11280,11271,9
43,1693214994828,1692242730472,1692242741179,1693215005542,10714,10707,7
44,1693215005542,1692242741186,1692242751894,1693215016361,10819,10708,111
45,1693215016361,1692242752028,1692242762733,1693215027131,10770,10705,65
46,1693215027298,1692242762943,1692242774130,1693215038494,11196,11187,9
47,1693215038494,1692242774145,1692242785799,1693215050163,11669,11654,15
48,1693215050163,1692242785810,1692242797037,1693215061399,11236,11227,9
49,1693215061406,1692242797050,1692242807756,1693215072118,10712,10706,6
50,1693215072118,1692242807770,1692242818475,1693215082851,10733,10705,28
51,1693215082851,1692242818496,1692242829204,1693215093620,10769,10708,61
52,1693215093784,1692242829430,1692242840772,1693215105143,11359,11342,17
53,1693215105143,1692242840792,1692242852393,1693215116764,11621,11601,20
54,1693215116764,1692242852414,1692242863782,1693215128143,11379,11368,11
55,1693215128150,1692242863795,1692242874504,1693215138876,10726,10709,17
56,1693215138876,1692242874522,1692242885231,1693215149632,10756,10709,47
57,1693215149632,1692242885279,1692242895984,1693215160348,10716,10705,11
58,1693215160515,1692242896162,1692242907519,1693215171881,11366,11357,9
59,1693215171881,1692242907531,1692242919174,1693215183628,11747,11643,104
60,1693215183628,1692242919277,1692242930603,1693215194995,11367,11326,41
61,1693215195003,1692242930650,1692242941356,1693215205746,10743,10706,37
62,1693215205746,1692242941392,1692242952094,1693215216454,10708,10702,6
63,1693215216454,1692242952100,1692242962806,1693215227167,10713,10706,7
