request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693208452494,1692236188151,1692236205317,1693208469744,17250,17166,84
2,1693208469744,1692236205323,1692236222886,1693208487330,17586,17563,23
3,1693208487494,1692236223073,1692236241080,1693208505507,18013,18007,6
4,1693208505507,1692236241088,1692236259111,1693208523571,18064,18023,41
5,1693208523578,1692236259157,1692236276833,1693208541286,17708,17676,32
6,1693208541286,1692236276865,1692236294551,1693208558976,17690,17686,4
7,1693208559149,1692236294728,1692236312995,1693208577421,18272,18267,5
8,1693208577421,1692236313002,1692236330900,1693208595325,17904,17898,6
9,1693208595331,1692236330911,1692236348048,1693208612473,17142,17137,5
10,1693208612473,1692236348053,1692236365357,1693208629783,17310,17304,6
11,1693208629946,1692236365527,1692236383389,1693208647814,17868,17862,6
12,1693208647814,1692236383395,1692236401078,1693208665517,17703,17683,20
13,1693208665527,1692236401108,1692236418402,1693208682900,17373,17294,79
14,1693208682900,1692236418481,1692236435868,1693208700307,17407,17387,20
15,1693208700469,1692236436059,1692236454046,1693208718470,18001,17987,14
16,1693208718471,1692236454052,1692236472333,1693208736763,18292,18281,11
17,1693208736774,1692236472355,1692236490136,1693208754560,17786,17781,5
18,1693208754560,1692236490142,1692236507838,1693208772261,17701,17696,5
19,1693208772424,1692236508006,1692236526876,1693208791300,18876,18870,6
20,1693208791300,1692236526882,1692236544980,1693208809403,18103,18098,5
21,1693208809411,1692236544993,1692236562148,1693208826571,17160,17155,5
22,1693208826571,1692236562153,1692236579231,1693208843654,17083,17078,5
23,1693208843816,1692236579399,1692236597636,1693208862095,18279,18237,42
24,1693208862095,1692236597680,1692236616213,1693208880636,18541,18533,8
25,1693208880643,1692236616226,1692236633367,1693208897789,17146,17141,5
26,1693208897789,1692236633372,1692236651195,1693208915617,17828,17823,5
27,1693208915780,1692236651364,1692236669098,1693208933520,17740,17734,6
28,1693208933520,1692236669105,1692236686648,1693208951070,17550,17543,7
29,1693208951078,1692236686661,1692236704257,1693208968679,17601,17596,5
30,1693208968679,1692236704263,1692236721438,1693208985860,17181,17175,6
31,1693208986022,1692236721606,1692236740008,1693209004431,18409,18402,7
32,1693209004431,1692236740016,1692236758545,1693209022966,18535,18529,6
33,1693209022972,1692236758556,1692236776143,1693209040564,17592,17587,5
34,1693209040564,1692236776148,1692236794339,1693209058804,18240,18191,49
35,1693209058966,1692236794551,1692236813179,1693209077600,18634,18628,6
36,1693209077600,1692236813185,1692236831837,1693209096258,18658,18652,6
37,1693209096266,1692236831850,1692236849986,1693209114406,18140,18136,4
38,1693209114406,1692236849993,1692236867812,1693209132233,17827,17819,8
39,1693209132397,1692236867983,1692236886995,1693209151415,19018,19012,6
40,1693209151416,1692236887002,1692236905989,1693209170409,18993,18987,6
41,1693209170415,1692236906001,1692236924098,1693209188518,18103,18097,6
42,1693209188518,1692236924104,1692236942112,1693209206531,18013,18008,5
