request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693218740647,1692246476413,1692246477050,1693218741432,785,637,148
2,1693218741432,1692246477224,1692246477656,1693218742140,708,432,276
3,1693218742140,1692246477859,1692246478211,1693218742586,446,352,94
4,1693218742586,1692246478307,1692246478650,1693218743093,507,343,164
5,1693218743093,1692246478807,1692246479109,1693218743531,438,302,136
6,1693218743531,1692246479250,1692246479602,1693218743987,456,352,104
7,1693218743987,1692246479709,1692246480046,1693218744433,446,337,109
8,1693218744433,1692246480142,1692246480477,1693218744861,428,335,93
9,1693218744861,1692246480573,1692246480865,1693218745245,384,292,92
10,1693218745246,1692246480966,1692246481290,1693218745677,431,324,107
11,1693218745677,1692246481417,1692246481642,1693218746033,356,225,131
12,1693218746033,1692246481735,1692246482084,1693218746481,448,349,99
13,1693218746481,1692246482203,1692246482479,1693218746921,440,276,164
14,1693218746921,1692246482630,1692246482953,1693218747343,422,323,99
15,1693218747343,1692246483079,1692246483289,1693218747708,365,210,155
16,1693218747708,1692246483437,1692246483728,1693218748089,381,291,90
17,1693218748089,1692246483826,1692246484120,1693218748534,445,294,151
18,1693218748534,1692246484255,1692246484558,1693218748965,431,303,128
19,1693218748965,1692246484688,1692246485028,1693218749483,518,340,178
20,1693218749483,1692246485188,1692246485546,1693218749969,486,358,128
21,1693218749970,1692246485704,1692246486009,1693218750402,432,305,127
22,1693218750402,1692246486143,1692246486377,1693218750783,381,234,147
23,1693218750783,1692246486483,1692246486876,1693218751235,452,393,59
24,1693218751235,1692246486943,1692246487307,1693218751707,472,364,108
25,1693218751707,1692246487432,1692246487668,1693218752065,358,236,122
26,1693218752065,1692246487799,1692246488075,1693218752459,394,276,118
27,1693218752459,1692246488171,1692246488587,1693218753047,588,416,172
28,1693218753047,1692246488776,1692246489068,1693218753462,415,292,123
29,1693218753462,1692246489187,1692246489495,1693218753867,405,308,97
30,1693218753867,1692246489613,1692246489810,1693218754218,351,197,154
31,1693218754218,1692246489936,1692246490272,1693218754678,460,336,124
32,1693218754678,1692246490412,1692246490775,1693218755153,475,363,112
33,1693218755153,1692246490884,1692246491197,1693218755588,435,313,122
34,1693218755588,1692246491296,1692246491571,1693218755957,369,275,94
35,1693218755957,1692246491692,1692246491984,1693218756376,419,292,127
36,1693218756376,1692246492101,1692246492379,1693218756836,460,278,182
37,1693218756836,1692246492560,1692246492785,1693218757194,358,225,133
38,1693218757194,1692246492936,1692246493204,1693218757598,404,268,136
39,1693218757598,1692246493288,1692246493620,1693218757975,377,332,45
40,1693218757975,1692246493694,1692246494031,1693218758421,446,337,109
41,1693218758421,1692246494146,1692246494444,1693218758838,417,298,119
42,1693218758838,1692246494566,1692246494835,1693218759233,395,269,126
43,1693218759233,1692246494942,1692246495279,1693218759659,426,337,89
44,1693218759659,1692246495384,1692246495630,1693218760041,382,246,136
45,1693218760041,1692246495764,1692246496068,1693218760448,407,304,103
46,1693218760448,1692246496185,1692246496493,1693218760882,434,308,126
47,1693218760882,1692246496591,1692246496805,1693218761153,271,214,57
48,1693218761153,1692246496864,1692246497157,1693218761553,400,293,107
49,1693218761553,1692246497273,1692246497551,1693218761952,399,278,121
50,1693218761952,1692246497667,1692246498045,1693218762422,470,378,92
51,1693218762422,1692246498139,1692246498467,1693218762862,440,328,112
52,1693218762862,1692246498593,1692246498803,1693218763193,331,210,121
53,1693218763193,1692246498915,1692246499258,1693218763633,440,343,97
54,1693218763633,1692246499360,1692246499640,1693218764030,397,280,117
55,1693218764030,1692246499748,1692246500102,1693218764485,455,354,101
56,1693218764485,1692246500211,1692246500532,1693218764916,431,321,110
57,1693218764916,1692246500625,1692246501069,1693218765430,514,444,70
58,1693218765430,1692246501407,1692246501731,1693218766132,702,324,378
59,1693218766132,1692246501861,1692246502223,1693218766604,472,362,110
60,1693218766604,1692246502328,1692246502641,1693218767027,423,313,110
61,1693218767027,1692246502753,1692246503115,1693218767492,465,362,103
62,1693218767492,1692246503206,1692246503612,1693218768005,513,406,107
63,1693218768005,1692246503717,1692246504093,1693218768512,507,376,131
64,1693218768512,1692246504236,1692246504437,1693218768852,340,201,139
65,1693218768852,1692246504585,1692246504850,1693218769253,401,265,136
66,1693218769253,1692246504965,1692246505325,1693218769707,454,360,94
67,1693218769707,1692246505424,1692246505654,1693218770030,323,230,93
68,1693218770030,1692246505757,1692246506033,1693218770427,397,276,121
69,1693218770427,1692246506130,1692246506378,1693218770750,323,248,75
70,1693218770927,1692246506646,1692246507167,1693218771575,648,521,127
71,1693218771575,1692246507291,1692246507814,1693218772199,624,523,101
72,1693218772199,1692246507913,1692246508363,1693218772745,546,450,96
73,1693218772746,1692246508448,1692246508850,1693218773245,499,402,97
74,1693218773245,1692246508944,1692246509458,1693218773830,585,514,71
75,1693218773830,1692246509556,1692246509927,1693218774300,470,371,99
76,1693218774300,1692246510025,1692246510228,1693218774644,344,203,141
77,1693218774644,1692246510360,1692246510900,1693218775300,656,540,116
78,1693218775300,1692246511039,1692246511379,1693218775782,482,340,142
79,1693218775782,1692246511502,1692246511917,1693218776307,525,415,110
80,1693218776307,1692246512043,1692246512305,1693218776710,403,262,141
81,1693218776710,1692246512448,1692246512957,1693218777349,639,509,130
82,1693218777349,1692246513052,1692246513647,1693218778029,680,595,85
83,1693218778029,1692246513767,1692246514014,1693218778425,396,247,149
84,1693218778425,1692246514145,1692246514521,1693218778925,500,376,124
85,1693218778925,1692246514649,1692246515073,1693218779472,547,424,123
86,1693218779472,1692246515187,1692246515581,1693218779975,503,394,109
87,1693218779975,1692246515721,1692246516179,1693218780572,597,458,139
88,1693218780572,1692246516316,1692246516663,1693218781060,488,347,141
89,1693218781060,1692246516783,1692246517218,1693218781609,549,435,114
90,1693218781609,1692246517356,1692246517600,1693218782065,456,244,212
91,1693218782065,1692246517792,1692246518139,1693218782536,471,347,124
92,1693218782536,1692246518272,1692246518561,1693218782960,424,289,135
93,1693218782960,1692246518677,1692246519051,1693218783434,474,374,100
94,1693218783434,1692246519155,1692246519598,1693218783999,565,443,122
95,1693218783999,1692246519709,1692246520298,1693218784677,678,589,89
96,1693218784677,1692246520440,1692246520776,1693218785193,516,336,180
97,1693218785193,1692246520930,1692246521379,1693218785764,571,449,122
98,1693218785764,1692246521492,1692246521848,1693218786238,474,356,118
99,1693218786238,1692246521957,1692246522354,1693218786754,516,397,119
100,1693218786754,1692246522454,1692246522924,1693218787287,533,470,63
101,1693218787287,1692246523012,1692246523423,1693218787830,543,411,132
102,1693218787830,1692246523548,1692246524048,1693218788442,612,500,112
103,1693218788442,1692246524170,1692246524554,1693218788960,518,384,134
104,1693218788960,1692246524668,1692246525052,1693218789455,495,384,111
105,1693218789455,1692246525181,1692246525545,1693218790038,583,364,219
106,1693218790038,1692246525757,1692246526317,1693218790744,706,560,146
107,1693218790744,1692246526456,1692246526796,1693218791184,440,340,100
108,1693218791184,1692246526936,1692246527133,1693218791535,351,197,154
109,1693218791535,1692246527255,1692246527805,1693218792186,651,550,101
110,1693218792186,1692246527923,1692246528192,1693218792594,408,269,139
111,1693218792594,1692246528313,1692246528747,1693218793124,530,434,96
112,1693218793124,1692246528858,1692246529255,1693218793728,604,397,207
113,1693218793728,1692246529455,1692246529790,1693218794179,451,335,116
114,1693218794180,1692246529889,1692246530161,1693218794533,353,272,81
115,1693218794533,1692246530243,1692246530748,1693218795138,605,505,100
116,1693218795138,1692246530847,1692246531322,1693218795778,640,475,165
117,1693218795778,1692246531517,1692246532251,1693218796643,865,734,131
118,1693218796643,1692246532373,1692246532740,1693218797126,483,367,116
119,1693218797126,1692246532858,1692246533277,1693218797713,587,419,168
120,1693218797713,1692246533416,1692246533851,1693218798216,503,435,68
