Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

01:59:08 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:59:09 AM     all      1.50      0.00     38.35      0.00      0.00      0.75      1.00      0.00      0.00     58.40
01:59:10 AM     all      1.50      0.00     22.31      0.00      0.00      0.50      0.25      0.00      0.00     75.44
01:59:11 AM     all      1.51      0.00     22.36      0.00      0.00      0.50      0.50      0.00      0.00     75.13
01:59:12 AM     all      1.26      0.00     22.73      0.00      0.00      0.25      0.51      0.00      0.00     75.25
01:59:13 AM     all      1.00      0.00     22.69      0.00      0.00      0.50      0.50      0.00      0.00     75.31
01:59:14 AM     all      1.76      0.00     21.11      0.00      0.00      0.50      0.50      0.00      0.00     76.13
01:59:15 AM     all      1.01      0.00     21.86      0.00      0.00      0.50      0.50      0.00      0.00     76.13
01:59:16 AM     all      2.50      0.00     21.00      0.00      0.00      0.50      0.50      0.00      0.00     75.50
01:59:17 AM     all      1.26      0.00     23.23      0.00      0.00      0.51      0.25      0.00      0.00     74.75
01:59:18 AM     all      1.74      0.00     21.39      0.00      0.00      0.25      0.50      0.00      0.00     76.12
01:59:19 AM     all      1.25      0.00     22.81      0.00      0.00      0.50      0.50      0.00      0.00     74.94
01:59:20 AM     all      1.75      0.00     23.00      0.25      0.00      0.50      0.50      0.00      0.00     74.00
01:59:21 AM     all      1.26      0.00     21.21      0.00      0.00      0.51      0.25      0.00      0.00     76.77
01:59:22 AM     all      1.25      0.00     22.94      0.00      0.00      0.50      0.50      0.00      0.00     74.81
01:59:23 AM     all      1.26      0.00     21.61      0.00      0.00      0.50      0.50      0.00      0.00     76.13
01:59:24 AM     all      1.26      0.00     22.42      0.00      0.00      0.25      0.50      0.00      0.00     75.57
01:59:25 AM     all      1.76      0.00     22.86      0.00      0.00      0.50      0.50      0.00      0.00     74.37
01:59:26 AM     all      1.25      0.00     19.05      0.00      0.00      0.50      0.50      0.00      0.00     78.70
01:59:27 AM     all      1.76      0.00     20.10      0.00      0.00      0.50      0.50      0.00      0.00     77.14
01:59:28 AM     all      1.76      0.00     23.17      0.00      0.00      0.25      0.25      0.00      0.00     74.56
01:59:29 AM     all      1.00      0.00     23.00      0.00      0.00      0.50      0.50      0.00      0.00     75.00
01:59:30 AM     all      1.75      0.00     22.00      0.00      0.00      0.50      0.50      0.00      0.00     75.25
01:59:31 AM     all      1.26      0.00     22.36      0.00      0.00      0.50      0.50      0.00      0.00     75.38
01:59:32 AM     all      1.50      0.00     23.25      0.00      0.00      0.50      0.50      0.00      0.00     74.25
01:59:33 AM     all      1.75      0.00     23.00      0.00      0.00      0.50      0.25      0.00      0.00     74.50
01:59:34 AM     all      1.51      0.00     21.16      0.00      0.00      0.25      0.50      0.00      0.00     76.57
01:59:35 AM     all      1.75      0.00     22.44      0.25      0.00      0.50      0.50      0.00      0.00     74.56
01:59:36 AM     all      1.75      0.00     21.55      0.00      0.00      0.50      0.50      0.00      0.00     75.69
01:59:37 AM     all      2.26      0.00     21.05      0.00      0.00      0.50      0.50      0.00      0.00     75.69
01:59:38 AM     all     47.12      0.00     19.05      0.00      0.00      0.50      0.25      0.00      0.00     33.08
01:59:39 AM     all     85.75      0.00     13.50      0.00      0.00      0.50      0.25      0.00      0.00      0.00
01:59:40 AM     all     69.58      0.00     15.96      0.00      0.00      0.50      0.50      0.00      0.00     13.47
01:59:41 AM     all     84.79      0.00     14.46      0.00      0.00      0.50      0.25      0.00      0.00      0.00
01:59:42 AM     all     73.75      0.00     17.50      0.00      0.00      0.75      0.25      0.00      0.00      7.75
01:59:43 AM     all     85.25      0.00     13.25      0.00      0.00      0.50      0.25      0.00      0.00      0.75
01:59:44 AM     all     76.50      0.00     17.50      0.00      0.00      0.50      0.50      0.00      0.00      5.00
01:59:45 AM     all     82.75      0.00     14.75      0.00      0.00      0.75      0.25      0.00      0.00      1.50
01:59:46 AM     all     74.56      0.00     18.70      0.00      0.00      0.50      0.25      0.00      0.00      5.99
01:59:47 AM     all     81.50      0.00     12.75      0.00      0.00      0.50      0.25      0.00      0.00      5.00
01:59:48 AM     all     79.70      0.00     15.04      0.00      0.00      0.50      0.50      0.00      0.00      4.26
01:59:49 AM     all     81.30      0.00     14.96      0.00      0.00      0.50      0.25      0.00      0.00      2.99
01:59:50 AM     all     83.71      0.00     14.54      0.00      0.00      0.50      0.25      0.00      0.00      1.00
01:59:51 AM     all     74.56      0.00     17.63      0.00      0.00      0.50      0.25      0.00      0.00      7.05
01:59:52 AM     all     84.25      0.00     15.00      0.00      0.00      0.50      0.25      0.00      0.00      0.00
01:59:53 AM     all     71.32      0.00     15.46      0.00      0.00      0.75      0.50      0.00      0.00     11.97
01:59:54 AM     all     85.25      0.00     13.75      0.00      0.00      0.50      0.25      0.00      0.00      0.25
01:59:55 AM     all     71.36      0.00     17.84      0.00      0.00      0.50      0.25      0.00      0.00     10.05
01:59:56 AM     all     79.45      0.00     12.03      0.00      0.00      0.50      0.25      0.00      0.00      7.77
01:59:57 AM     all     87.25      0.00     12.00      0.00      0.00      0.50      0.25      0.00      0.00      0.00
01:59:58 AM     all     76.56      0.00     17.46      0.00      0.00      0.50      0.50      0.00      0.00      4.99
01:59:59 AM     all     85.25      0.00     13.75      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:00:00 AM     all     75.38      0.00     18.59      0.00      0.00      0.50      0.25      0.00      0.00      5.28
02:00:01 AM     all     86.50      0.00     12.75      0.00      0.00      0.50      0.25      0.00      0.00      0.00
02:00:02 AM     all     73.93      0.00     20.05      0.00      0.00      0.50      0.25      0.00      0.00      5.26
02:00:03 AM     all     86.50      0.00     12.75      0.00      0.00      0.50      0.25      0.00      0.00      0.00
02:00:04 AM     all     73.55      0.00     16.37      0.00      0.00      0.50      0.25      0.00      0.00      9.32
02:00:05 AM     all     83.04      0.00     15.21      0.00      0.00      0.75      0.50      0.00      0.00      0.50
02:00:06 AM     all     78.25      0.00     15.75      0.00      0.00      0.50      0.25      0.00      0.00      5.25
02:00:07 AM     all     83.71      0.00     14.54      0.00      0.00      0.50      0.25      0.00      0.00      1.00
02:00:08 AM     all     42.36      0.00     13.03      0.00      0.00      0.50      0.25      0.00      0.00     43.86
02:00:09 AM     all      0.00      0.00      0.50      0.00      0.00      0.00      0.25      0.00      0.00     99.25
02:00:10 AM     all      0.25      0.00      0.00      0.25      0.00      0.00      0.00      0.00      0.00     99.50
02:00:11 AM     all      0.50      0.00      7.25      0.00      0.00      0.50      0.25      0.00      0.00     91.50
02:00:12 AM     all      1.25      0.00     22.75      0.00      0.00      1.00      0.50      0.00      0.00     74.50
02:00:13 AM     all      1.26      0.00     22.11      0.00      0.00      0.75      0.50      0.00      0.00     75.38
02:00:14 AM     all      1.26      0.00     22.17      0.00      0.00      0.50      0.50      0.00      0.00     75.57
02:00:15 AM     all      1.01      0.00     23.12      0.00      0.00      0.50      0.25      0.00      0.00     75.13
02:00:16 AM     all      1.75      0.00     19.25      0.00      0.00      0.50      0.50      0.00      0.00     78.00
02:00:17 AM     all      1.01      0.00     21.86      0.00      0.00      0.50      0.50      0.00      0.00     76.13
02:00:18 AM     all      1.50      0.00     22.00      0.00      0.00      0.25      0.50      0.00      0.00     75.75
