Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

01:37:09 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
01:37:10 AM     all      1.26      0.00     33.92      0.00      0.00      1.01      1.01      0.00      0.00     62.81
01:37:11 AM     all      1.00      0.00     23.25      0.00      0.00      0.50      0.50      0.00      0.00     74.75
01:37:12 AM     all      1.26      0.00     21.41      0.00      0.00      0.25      0.25      0.00      0.00     76.83
01:37:13 AM     all      0.75      0.00     23.12      0.00      0.00      0.50      0.50      0.00      0.00     75.13
01:37:14 AM     all      1.51      0.00     19.65      0.00      0.00      0.50      0.50      0.00      0.00     77.83
01:37:15 AM     all      1.76      0.00     22.61      0.00      0.00      0.50      0.25      0.00      0.00     74.87
01:37:16 AM     all      1.76      0.00     19.40      0.00      0.00      0.50      0.50      0.00      0.00     77.83
01:37:17 AM     all      1.25      0.00     22.56      0.00      0.00      0.25      0.50      0.00      0.00     75.44
01:37:18 AM     all      1.50      0.00     20.55      0.25      0.00      0.50      0.50      0.00      0.00     76.69
01:37:19 AM     all      1.01      0.00     22.36      0.00      0.00      0.50      0.50      0.00      0.00     75.63
01:37:20 AM     all      1.26      0.00     21.61      0.00      0.00      0.50      0.50      0.00      0.00     76.13
01:37:21 AM     all      1.01      0.00     22.36      0.00      0.00      0.50      0.25      0.00      0.00     75.88
01:37:22 AM     all      1.75      0.00     22.75      0.00      0.00      0.25      0.50      0.00      0.00     74.75
01:37:23 AM     all      2.50      0.00     17.25      0.00      0.00      0.50      0.50      0.00      0.00     79.25
01:37:24 AM     all      1.26      0.00     18.84      0.25      0.00      0.50      0.50      0.00      0.00     78.64
01:37:25 AM     all      1.51      0.00     22.11      0.00      0.00      0.25      0.50      0.00      0.00     75.63
01:37:26 AM     all      1.50      0.00     19.25      0.00      0.00      0.50      0.50      0.00      0.00     78.25
01:37:27 AM     all      1.25      0.00     22.31      0.00      0.00      0.50      0.25      0.00      0.00     75.69
01:37:28 AM     all      1.26      0.00     21.11      0.00      0.00      0.50      0.50      0.00      0.00     76.63
01:37:29 AM     all      1.75      0.00     22.25      0.00      0.00      0.50      0.50      0.00      0.00     75.00
01:37:30 AM     all      1.52      0.00     20.20      0.00      0.00      0.51      0.51      0.00      0.00     77.27
01:37:31 AM     all      1.01      0.00     23.93      0.00      0.00      0.25      0.50      0.00      0.00     74.31
01:37:32 AM     all      1.01      0.00     22.67      0.00      0.00      0.50      0.25      0.00      0.00     75.57
01:37:33 AM     all      1.50      0.00     22.75      0.00      0.00      0.50      0.50      0.00      0.00     74.75
01:37:34 AM     all      1.25      0.00     22.00      0.25      0.00      0.50      0.50      0.00      0.00     75.50
01:37:35 AM     all      0.76      0.00     22.17      0.00      0.00      0.25      0.50      0.00      0.00     76.32
01:37:36 AM     all      1.26      0.00     20.96      0.00      0.00      0.51      0.25      0.00      0.00     77.02
01:37:37 AM     all      1.26      0.00     22.36      0.00      0.00      0.50      0.50      0.00      0.00     75.38
01:37:38 AM     all      1.51      0.00     20.60      0.00      0.00      0.50      0.50      0.00      0.00     76.88
01:37:39 AM     all     57.00      0.00     16.50      0.00      0.00      0.50      0.50      0.00      0.00     25.50
01:37:40 AM     all     88.44      0.00     11.06      0.00      0.00      0.50      0.00      0.00      0.00      0.00
01:37:41 AM     all     11.97      0.00     21.20      0.00      0.00      0.50      0.50      0.00      0.00     65.84
01:37:42 AM     all      1.51      0.00     20.85      0.00      0.00      0.25      0.50      0.00      0.00     76.88
01:37:43 AM     all      0.50      0.00     22.17      0.00      0.00      0.50      0.50      0.00      0.00     76.32
01:37:44 AM     all      2.00      0.00     20.50      0.25      0.00      0.50      0.50      0.00      0.00     76.25
01:37:45 AM     all      1.26      0.00     22.92      0.00      0.00      0.50      0.50      0.00      0.00     74.81
01:37:46 AM     all      1.51      0.00     22.17      0.00      0.00      0.50      0.25      0.00      0.00     75.57
01:37:47 AM     all     21.36      0.00     20.35      0.00      0.00      0.50      0.75      0.00      0.00     57.04
01:37:48 AM     all     70.60      0.00     20.60      0.00      0.00      0.50      0.25      0.00      0.00      8.04
01:37:49 AM     all     50.12      0.00     19.95      0.00      0.00      0.75      0.50      0.00      0.00     28.68
01:37:50 AM     all     13.57      0.00     21.61      0.00      0.00      0.50      0.50      0.00      0.00     63.82
01:37:51 AM     all      1.99      0.00     22.64      0.00      0.00      0.50      0.50      0.00      0.00     74.38
01:37:52 AM     all      1.51      0.00     20.60      0.00      0.00      0.25      0.50      0.00      0.00     77.14
01:37:53 AM     all      1.00      0.00     22.56      0.00      0.00      0.50      0.25      0.00      0.00     75.69
01:37:54 AM     all      4.50      0.00     20.75      0.00      0.00      0.50      0.50      0.00      0.00     73.75
01:37:55 AM     all     48.48      0.00     21.46      0.00      0.00      0.51      0.51      0.00      0.00     29.04
01:37:56 AM     all     65.58      0.00     18.09      0.00      0.00      0.50      0.50      0.00      0.00     15.33
01:37:57 AM     all     25.38      0.00     22.11      0.00      0.00      0.75      0.50      0.00      0.00     51.26
01:37:58 AM     all      1.51      0.00     22.11      0.00      0.00      0.25      0.25      0.00      0.00     75.88
01:37:59 AM     all      2.00      0.00     20.50      0.00      0.00      0.50      0.50      0.00      0.00     76.50
01:38:00 AM     all      1.00      0.00     22.56      0.00      0.00      0.50      0.50      0.00      0.00     75.44
01:38:01 AM     all      2.76      0.00     22.11      0.00      0.00      0.50      0.50      0.00      0.00     74.12
01:38:02 AM     all     50.13      0.00     21.16      0.00      0.00      0.50      0.25      0.00      0.00     27.96
01:38:03 AM     all     74.00      0.00     18.25      0.00      0.00      0.50      0.50      0.00      0.00      6.75
01:38:04 AM     all     29.82      0.00     20.55      0.25      0.00      0.50      0.50      0.00      0.00     48.37
01:38:05 AM     all      2.77      0.00     21.91      0.00      0.00      0.50      0.50      0.00      0.00     74.31
01:38:06 AM     all      0.76      0.00     22.92      0.00      0.00      0.50      0.25      0.00      0.00     75.57
01:38:07 AM     all      1.51      0.00     20.65      0.00      0.00      0.50      0.50      0.00      0.00     76.83
01:38:08 AM     all      1.25      0.00     23.00      0.00      0.00      0.25      0.50      0.00      0.00     75.00
