request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693229527023,1692257262990,1692257269732,1693229534095,7072,6742,330
2,1693229534095,1692257270002,1692257276648,1693229540864,6769,6646,123
3,1693229540865,1692257276755,1692257283495,1693229547726,6861,6740,121
4,1693229547726,1692257283572,1692257290294,1693229554510,6784,6722,62
5,1693229554511,1692257290327,1692257297095,1693229561360,6849,6768,81
6,1693229561533,1692257297352,1692257304998,1693229569213,7680,7646,34
7,1693229569213,1692257305032,1692257312579,1693229576793,7580,7547,33
8,1693229576794,1692257312615,1692257320258,1693229584473,7679,7643,36
9,1693229584473,1692257320286,1692257327863,1693229592159,7686,7577,109
10,1693229592174,1692257327994,1692257334621,1693229598836,6662,6627,35
11,1693229598836,1692257334657,1692257341290,1693229605504,6668,6633,35
12,1693229605505,1692257341338,1692257347964,1693229612178,6673,6626,47
13,1693229612179,1692257348013,1692257354628,1693229619027,6848,6615,233
14,1693229619028,1692257354860,1692257361485,1693229625814,6786,6625,161
15,1693229625988,1692257361810,1692257369540,1693229633753,7765,7730,35
16,1693229633754,1692257369579,1692257376655,1693229641046,7292,7076,216
17,1693229641047,1692257376866,1692257384763,1693229648999,7952,7897,55
18,1693229649000,1692257384825,1692257392325,1693229656540,7540,7500,40
19,1693229656547,1692257392582,1692257399205,1693229663457,6910,6623,287
20,1693229663458,1692257399312,1692257405942,1693229670155,6697,6630,67
21,1693229670155,1692257405976,1692257412595,1693229676808,6653,6619,34
22,1693229676808,1692257412683,1692257419316,1693229683530,6722,6633,89
23,1693229683531,1692257419368,1692257425994,1693229690332,6801,6626,175
24,1693229690507,1692257426366,1692257434267,1693229698481,7974,7901,73
25,1693229698482,1692257434536,1692257442709,1693229707108,8626,8173,453
26,1693229707109,1692257442942,1692257451001,1693229715214,8105,8059,46
27,1693229715215,1692257451044,1692257458432,1693229722838,7623,7388,235
28,1693229722847,1692257458664,1692257465297,1693229729520,6673,6633,40
29,1693229729520,1692257465342,1692257471969,1693229736181,6661,6627,34
30,1693229736182,1692257472007,1692257478633,1693229742845,6663,6626,37
31,1693229742846,1692257478666,1692257485288,1693229749573,6727,6622,105
32,1693229749574,1692257485393,1692257492019,1693229756390,6816,6626,190
33,1693229756566,1692257492401,1692257500582,1693229764795,8229,8181,48
34,1693229764795,1692257500619,1692257508307,1693229772519,7724,7688,36
