request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693212431436,1692240167191,1692240177902,1693212442292,10856,10711,145
2,1693212442292,1692240177910,1692240188611,1693212453088,10796,10701,95
3,1693212453088,1692240188706,1692240199408,1693212463797,10709,10702,7
4,1693212463961,1692240199580,1692240210569,1693212475000,11039,10989,50
5,1693212475000,1692240210628,1692240221421,1693212485809,10809,10793,16
6,1693212485809,1692240221428,1692240232145,1693212496533,10724,10717,7
7,1693212496539,1692240232158,1692240242860,1693212507248,10709,10702,7
8,1693212507248,1692240242868,1692240253570,1693212518006,10758,10702,56
9,1693212518006,1692240253625,1692240264321,1693212528709,10703,10696,7
10,1693212528873,1692240264492,1692240275342,1693212539818,10945,10850,95
11,1693212539818,1692240275437,1692240286140,1693212550528,10710,10703,7
12,1693212550528,1692240286147,1692240296847,1693212561322,10794,10700,94
13,1693212561328,1692240296947,1692240307646,1693212572073,10745,10699,46
14,1693212572073,1692240307693,1692240318391,1693212582778,10705,10698,7
15,1693212582778,1692240318399,1692240329099,1693212593487,10709,10700,9
16,1693212593652,1692240329272,1692240340342,1693212604730,11078,11070,8
17,1693212604730,1692240340351,1692240351060,1693212615447,10717,10709,8
18,1693212615447,1692240351068,1692240361771,1693212626215,10768,10703,65
19,1693212626222,1692240361841,1692240372543,1693212636930,10708,10702,6
20,1693212636930,1692240372550,1692240383250,1693212647742,10812,10700,112
21,1693212647742,1692240383362,1692240394063,1693212658540,10798,10701,97
22,1693212658801,1692240394422,1692240405487,1693212669965,11164,11065,99
23,1693212669965,1692240405586,1692240416294,1693212680680,10715,10708,7
24,1693212680680,1692240416301,1692240427039,1693212691425,10745,10738,7
25,1693212691433,1692240427053,1692240437755,1693212702141,10708,10702,6
26,1693212702141,1692240437762,1692240448462,1693212712849,10708,10700,8
27,1693212712849,1692240448469,1692240459170,1693212723556,10707,10701,6
28,1693212723717,1692240459340,1692240470342,1693212734728,11011,11002,9
29,1693212734728,1692240470349,1692240481234,1693212745620,10892,10885,7
30,1693212745620,1692240481242,1692240492090,1693212756476,10856,10848,8
31,1693212756482,1692240492103,1692240502808,1693212767194,10712,10705,7
32,1693212767194,1692240502816,1692240513514,1693212777992,10798,10698,100
33,1693212777992,1692240513614,1692240524315,1693212788707,10715,10701,14
34,1693212788871,1692240524494,1692240535557,1693212799942,11071,11063,8
35,1693212799942,1692240535563,1692240546406,1693212810793,10851,10843,8
36,1693212810793,1692240546435,1692240557235,1693212821622,10829,10800,29
37,1693212821642,1692240557269,1692240567970,1693212832355,10713,10701,12
38,1693212832355,1692240567977,1692240578679,1693212843120,10765,10702,63
39,1693212843120,1692240578742,1692240589442,1693212853872,10752,10700,52
40,1693212854041,1692240589665,1692240600674,1693212865061,11020,11009,11
41,1693212865061,1692240600709,1692240611414,1693212875798,10737,10705,32
42,1693212875798,1692240611421,1692240622121,1693212886507,10709,10700,9
43,1693212886514,1692240622136,1692240632834,1693212897219,10705,10698,7
44,1693212897219,1692240632842,1692240643543,1693212907928,10709,10701,8
45,1693212907928,1692240643551,1692240654250,1693212918634,10706,10699,7
46,1693212918797,1692240654421,1692240665525,1693212929955,11158,11104,54
47,1693212929955,1692240665578,1692240676408,1693212940792,10837,10830,7
48,1693212940792,1692240676415,1692240687145,1693212951529,10737,10730,7
49,1693212951550,1692240687173,1692240697875,1693212962258,10708,10702,6
50,1693212962258,1692240697882,1692240708584,1693212972972,10714,10702,12
51,1693212972972,1692240708609,1692240719311,1693212983694,10722,10702,20
52,1693212983860,1692240719486,1692240730428,1693212994811,10951,10942,9
53,1693212994811,1692240730435,1692240741164,1693213005547,10736,10729,7
54,1693213005547,1692240741171,1692240752007,1693213016390,10843,10836,7
55,1693213016396,1692240752021,1692240762723,1693213027106,10710,10702,8
56,1693213027106,1692240762731,1692240773431,1693213037814,10708,10700,8
57,1693213037814,1692240773438,1692240784142,1693213048527,10713,10704,9
58,1693213048694,1692240784319,1692240795309,1693213059717,11023,10990,33
59,1693213059717,1692240795350,1692240806182,1693213070564,10847,10832,15
60,1693213070564,1692240806188,1692240816897,1693213081280,10716,10709,7
61,1693213081286,1692240816910,1692240827609,1693213091992,10706,10699,7
62,1693213091992,1692240827617,1692240838318,1693213102705,10713,10701,12
63,1693213102705,1692240838352,1692240849056,1693213113464,10759,10704,55
