Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

02:21:10 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
02:21:11 AM     all      1.51      0.00     36.02      0.00      0.00      0.50      0.76      0.00      0.00     61.21
02:21:12 AM     all      1.50      0.00     22.06      0.00      0.00      0.50      0.25      0.00      0.00     75.69
02:21:13 AM     all      2.48      0.00     21.09      0.00      0.00      0.50      0.50      0.00      0.00     75.43
02:21:14 AM     all      1.26      0.00     23.37      0.00      0.00      0.25      0.50      0.00      0.00     74.62
02:21:15 AM     all      2.01      0.00     22.61      0.25      0.00      0.50      0.50      0.00      0.00     74.12
02:21:16 AM     all      1.26      0.00     22.11      0.00      0.00      0.50      0.50      0.00      0.00     75.63
02:21:17 AM     all      1.01      0.00     22.22      0.00      0.00      0.51      0.51      0.00      0.00     75.76
02:21:18 AM     all      0.75      0.00     22.61      0.00      0.00      0.50      0.25      0.00      0.00     75.88
02:21:19 AM     all      2.01      0.00     20.35      0.00      0.00      0.50      0.50      0.00      0.00     76.63
02:21:20 AM     all      1.01      0.00     22.47      0.25      0.00      0.25      0.51      0.00      0.00     75.51
02:21:21 AM     all      1.25      0.00     21.05      0.00      0.00      0.50      0.50      0.00      0.00     76.69
02:21:22 AM     all      1.25      0.00     23.19      0.00      0.00      0.50      0.50      0.00      0.00     74.56
02:21:23 AM     all      0.75      0.00     22.11      0.00      0.00      0.50      0.50      0.00      0.00     76.13
02:21:24 AM     all      1.50      0.00     22.81      0.00      0.00      0.50      0.25      0.00      0.00     74.94
02:21:25 AM     all      1.25      0.00     18.55      0.00      0.00      0.25      0.50      0.00      0.00     79.45
02:21:26 AM     all      1.00      0.00     15.50      0.00      0.00      0.50      0.50      0.00      0.00     82.50
02:21:27 AM     all      0.76      0.00     23.23      0.00      0.00      0.51      0.25      0.00      0.00     75.25
02:21:28 AM     all      1.51      0.00     23.12      0.00      0.00      0.25      0.50      0.00      0.00     74.62
02:21:29 AM     all      1.75      0.00     22.31      0.00      0.00      0.50      0.50      0.00      0.00     74.94
02:21:30 AM     all      1.50      0.00     23.56      0.00      0.00      0.50      0.50      0.00      0.00     73.93
02:21:31 AM     all      1.26      0.00     22.36      0.00      0.00      0.50      0.50      0.00      0.00     75.38
02:21:32 AM     all      1.75      0.00     22.50      0.00      0.00      0.50      0.50      0.00      0.00     74.75
02:21:33 AM     all      1.26      0.00     21.11      0.00      0.00      0.50      0.50      0.00      0.00     76.63
02:21:34 AM     all      1.50      0.00     20.80      0.00      0.00      0.50      0.50      0.00      0.00     76.69
02:21:35 AM     all      1.51      0.00     22.42      0.00      0.00      0.25      0.25      0.00      0.00     75.57
02:21:36 AM     all      1.26      0.00     22.61      0.25      0.00      0.50      0.50      0.00      0.00     74.87
02:21:37 AM     all      1.26      0.00     22.86      0.00      0.00      0.50      0.50      0.00      0.00     74.87
02:21:38 AM     all      1.76      0.00     22.11      0.00      0.00      0.50      0.50      0.00      0.00     75.13
02:21:39 AM     all      1.50      0.00     22.56      0.00      0.00      0.50      0.50      0.00      0.00     74.94
02:21:40 AM     all     51.38      0.00     19.55      0.00      0.00      0.50      0.25      0.00      0.00     28.32
02:21:41 AM     all     79.70      0.00     19.30      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:21:42 AM     all     79.30      0.00     19.45      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:43 AM     all     82.00      0.00     16.50      0.00      0.00      1.00      0.50      0.00      0.00      0.00
02:21:44 AM     all     84.50      0.00     14.75      0.00      0.00      0.50      0.25      0.00      0.00      0.00
02:21:45 AM     all     83.79      0.00     14.96      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:21:46 AM     all     82.91      0.00     15.83      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:47 AM     all     81.75      0.00     17.25      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:21:48 AM     all     82.25      0.00     16.50      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:49 AM     all     84.54      0.00     14.21      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:21:50 AM     all     85.96      0.00     13.03      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:21:51 AM     all     85.75      0.00     13.00      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:52 AM     all     85.79      0.00     12.97      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:21:53 AM     all     86.50      0.00     12.25      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:54 AM     all     85.96      0.00     13.03      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:21:55 AM     all     83.50      0.00     15.00      0.00      0.00      1.00      0.50      0.00      0.00      0.00
02:21:56 AM     all     84.83      0.00     13.93      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:57 AM     all     89.25      0.00      9.50      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:21:58 AM     all     86.50      0.00     12.25      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:21:59 AM     all     85.75      0.00     13.00      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:22:00 AM     all     86.53      0.00     12.22      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:22:01 AM     all     86.72      0.00     12.28      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:22:02 AM     all     87.00      0.00     12.00      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:22:03 AM     all     86.28      0.00     12.22      0.00      0.00      1.00      0.50      0.00      0.00      0.00
02:22:04 AM     all     86.00      0.00     12.75      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:22:05 AM     all     84.75      0.00     14.00      0.00      0.00      1.00      0.25      0.00      0.00      0.00
02:22:06 AM     all     84.92      0.00     14.07      0.00      0.00      0.75      0.25      0.00      0.00      0.00
02:22:07 AM     all     83.29      0.00     15.46      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:22:08 AM     all     87.00      0.00     11.75      0.00      0.00      0.75      0.50      0.00      0.00      0.00
02:22:09 AM     all     83.25      0.00     15.25      0.00      0.00      1.00      0.50      0.00      0.00      0.00
02:22:10 AM     all     33.58      0.00      5.51      0.00      0.00      0.25      0.00      0.00      0.00     60.65
02:22:11 AM     all      0.00      0.00      0.25      0.00      0.00      0.25      0.00      0.00      0.00     99.50
02:22:12 AM     all      0.25      0.00      0.25      0.00      0.00      0.00      0.25      0.00      0.00     99.25
02:22:13 AM     all      0.75      0.00     13.22      0.00      0.00      0.75      0.25      0.00      0.00     85.04
02:22:14 AM     all      1.25      0.00     20.25      0.00      0.00      1.25      0.75      0.00      0.00     76.50
02:22:15 AM     all      2.00      0.00     18.95      0.00      0.00      0.75      0.50      0.00      0.00     77.81
02:22:16 AM     all      1.25      0.00     17.54      0.25      0.00      0.50      0.50      0.00      0.00     79.95
02:22:17 AM     all      1.26      0.00     16.83      0.00      0.00      0.50      0.50      0.00      0.00     80.90
02:22:18 AM     all      1.75      0.00     19.05      0.00      0.00      0.25      0.25      0.00      0.00     78.70
02:22:19 AM     all      1.50      0.00     21.30      0.00      0.00      0.50      0.50      0.00      0.00     76.19
02:22:20 AM     all      1.00      0.00     21.55      0.00      0.00      0.50      0.50      0.00      0.00     76.44
02:22:21 AM     all      1.01      0.00     21.41      0.00      0.00      0.50      0.50      0.00      0.00     76.57
02:22:22 AM     all      2.02      0.00     20.15      0.00      0.00      0.25      0.25      0.00      0.00     77.33
02:22:23 AM     all      2.00      0.00     18.75      0.00      0.00      0.75      0.50      0.00      0.00     78.00
02:22:24 AM     all      1.51      0.00     20.15      0.00      0.00      0.25      0.50      0.00      0.00     77.58
02:22:25 AM     all      1.01      0.00     20.91      0.00      0.00      0.50      0.50      0.00      0.00     77.08
02:22:26 AM     all      1.25      0.00     13.22      0.25      0.00      0.25      0.50      0.00      0.00     84.54
