Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

12:27:56 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
12:27:57 AM     all     25.06      0.00      0.25      0.00      0.00      0.25      0.25      0.00      0.00     74.19
12:27:58 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:27:59 AM     all     24.81      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.19
12:28:00 AM     all     26.18      0.00      1.00      0.00      0.00      0.50      0.25      0.00      0.00     72.07
12:28:01 AM     all     24.94      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.31
12:28:02 AM     all     25.00      0.00      0.25      0.25      0.00      0.50      0.00      0.00      0.00     74.00
12:28:03 AM     all     20.85      0.00      6.53      0.00      0.00      0.50      0.25      0.00      0.00     71.86
12:28:04 AM     all     24.94      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.31
12:28:05 AM     all     25.00      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.75
12:28:06 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:28:07 AM     all     25.13      0.00      0.50      0.00      0.00      0.25      0.00      0.00      0.00     74.12
12:28:08 AM     all     25.06      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     73.93
12:28:09 AM     all     25.00      0.00      0.75      0.00      0.00      0.50      0.00      0.00      0.00     73.75
12:28:10 AM     all     22.31      0.00      6.27      0.00      0.00      0.50      0.25      0.00      0.00     70.68
12:28:11 AM     all     25.13      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:28:12 AM     all     24.75      0.00      0.50      0.25      0.00      0.25      0.25      0.00      0.00     74.00
12:28:13 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:28:14 AM     all     25.06      0.00      0.50      0.00      0.00      0.25      0.00      0.00      0.00     74.19
12:28:15 AM     all     24.69      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     74.06
12:28:16 AM     all     23.06      0.00      5.26      0.00      0.00      0.50      0.00      0.00      0.00     71.18
12:28:17 AM     all     56.64      0.00      6.52      0.00      0.00      0.75      0.25      0.00      0.00     35.84
12:28:18 AM     all     98.75      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00      0.00
12:28:19 AM     all     91.21      0.00      1.01      0.00      0.00      0.50      0.00      0.00      0.00      7.29
12:28:20 AM     all     98.75      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00      0.00
12:28:21 AM     all     95.75      0.00      1.00      0.00      0.00      0.75      0.00      0.00      0.00      2.50
12:28:22 AM     all     98.50      0.00      1.00      0.00      0.00      0.50      0.00      0.00      0.00      0.00
12:28:23 AM     all     98.25      0.00      1.00      0.00      0.00      0.50      0.25      0.00      0.00      0.00
12:28:24 AM     all     99.00      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00      0.00
12:28:25 AM     all     93.00      0.00      1.25      0.00      0.00      0.75      0.25      0.00      0.00      4.75
