request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1693230927861,1692258663763,1692258670138,1693230934339,6478,6375,103
2,1693230934340,1692258670242,1692258676602,1693230940805,6465,6360,105
3,1693230940806,1692258676637,1692258682990,1693230947193,6387,6353,34
4,1693230947194,1692258683020,1692258689504,1693230953743,6549,6484,65
5,1693230953804,1692258689725,1692258696004,1693230960203,6399,6279,120
6,1693230960373,1692258696219,1692258710211,1693230974410,14037,13992,45
7,1693230974413,1692258710271,1692258725747,1693230989959,15546,15476,70
8,1693230989961,1692258725807,1692258732322,1693230996523,6562,6515,47
9,1693230996532,1692258732365,1692258738645,1693231002844,6312,6280,32
10,1693231002845,1692258738681,1692258744950,1693231009149,6304,6269,35
11,1693231009149,1692258744995,1692258751270,1693231015470,6321,6275,46
12,1693231015470,1692258751307,1692258757581,1693231021803,6333,6274,59
13,1693231021804,1692258757635,1692258763906,1693231028105,6301,6271,30
14,1693231028273,1692258764118,1692258775989,1693231040188,11915,11871,44
15,1693231040190,1692258776050,1692258791649,1693231055848,15658,15599,59
16,1693231055850,1692258791694,1692258799393,1693231063593,7743,7699,44
17,1693231063602,1692258799435,1692258805712,1693231070028,6426,6277,149
18,1693231070029,1692258805899,1692258812173,1693231076372,6343,6274,69
19,1693231076374,1692258812221,1692258818486,1693231082684,6310,6265,45
20,1693231082685,1692258818523,1692258824796,1693231088994,6309,6273,36
21,1693231088997,1692258824831,1692258831111,1693231095310,6313,6280,33
22,1693231095480,1692258831317,1692258843484,1693231107682,12202,12167,35
23,1693231107684,1692258843530,1692258855964,1693231120210,12526,12434,92
24,1693231120211,1692258856050,1692258864907,1693231129105,8894,8857,37
25,1693231129111,1692258864957,1692258871230,1693231135428,6317,6273,44
26,1693231135429,1692258871277,1692258877548,1693231141746,6317,6271,46
27,1693231141747,1692258877582,1692258883864,1693231148062,6315,6282,33
28,1693231148063,1692258883900,1692258890170,1693231154368,6305,6270,35
29,1693231154369,1692258890202,1692258896477,1693231160675,6306,6275,31
30,1693231160842,1692258896684,1692258908523,1693231172731,11889,11839,50
31,1693231172732,1692258908608,1692258923283,1693231187482,14750,14675,75
32,1693231187483,1692258923329,1692258931469,1693231195666,8183,8140,43
33,1693231195674,1692258931511,1692258937775,1693231201973,6299,6264,35
34,1693231201973,1692258937810,1692258944078,1693231208275,6302,6268,34
35,1693231208277,1692258944110,1692258950383,1693231214618,6341,6273,68
36,1693231214619,1692258950454,1692258956733,1693231220930,6311,6279,32
37,1693231220931,1692258956763,1692258963035,1693231227236,6305,6272,33
38,1693231227404,1692258963281,1692258975834,1693231240042,12638,12553,85
39,1693231240043,1692258975891,1692258989856,1693231254052,14009,13965,44
40,1693231254053,1692258989904,1692258998118,1693231262315,8262,8214,48
41,1693231262322,1692258998173,1692259004441,1693231268638,6316,6268,48
42,1693231268639,1692259004484,1692259010753,1693231274949,6310,6269,41
43,1693231274950,1692259010789,1692259017061,1693231281258,6308,6272,36
44,1693231281259,1692259017094,1692259023372,1693231287568,6309,6278,31
45,1693231287569,1692259023405,1692259029668,1693231293864,6295,6263,32
46,1693231294032,1692259029868,1692259041517,1693231305714,11682,11649,33
47,1693231305715,1692259041564,1692259054513,1693231318709,12994,12949,45
