request_number,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1697518625182,1697518627915,1697518639074,1697518639438,14256,11159,3097
2,1697518639465,1697518641747,1697518652940,1697518653276,13811,11193,2618
3,1697518653303,1697518655566,1697518666856,1697518667191,13888,11290,2598
4,1697518667218,1697518669486,1697518680856,1697518681191,13973,11370,2603
5,1697518681217,1697518683507,1697518694894,1697518695229,14012,11387,2625
6,1697518695255,1697518697544,1697518708664,1697518708999,13744,11120,2624
7,1697518709026,1697518711300,1697518722361,1697518722705,13679,11061,2618
8,1697518722732,1697518724984,1697518736063,1697518736389,13657,11079,2578
9,1697518736416,1697518738679,1697518749666,1697518749987,13571,10987,2584
10,1697518750014,1697518752273,1697518763240,1697518763564,13550,10967,2583
11,1697518763590,1697518765855,1697518777150,1697518777491,13901,11295,2606
12,1697518777518,1697518779787,1697518790987,1697518791317,13799,11200,2599
13,1697518791345,1697518793636,1697518804840,1697518805179,13834,11204,2630
14,1697518805206,1697518807505,1697518818798,1697518819132,13926,11293,2633
15,1697518819163,1697518821430,1697518832629,1697518832992,13829,11199,2630
16,1697518833020,1697518835324,1697518846511,1697518846908,13888,11187,2701
17,1697518846929,1697518849204,1697518860282,1697518860604,13675,11078,2597
18,1697518860629,1697518862893,1697518873988,1697518874307,13678,11095,2583
19,1697518874335,1697518876614,1697518887689,1697518888075,13740,11075,2665
20,1697518888102,1697518890381,1697518901331,1697518901679,13577,10950,2627
21,1697518901707,1697518903994,1697518915268,1697518915617,13910,11274,2636
22,1697518915644,1697518917911,1697518929151,1697518929484,13840,11240,2600
