Linux 4.9.253-tegra (nano-desktop) 	08/17/2023 	_aarch64_	(4 CPU)

12:39:19 AM     CPU      %usr     %nice      %sys   %iowait    %steal      %irq     %soft    %guest    %gnice     %idle
12:39:20 AM     all     13.57      0.00     14.57      0.00      0.00      0.50      0.25      0.00      0.00     71.11
12:39:21 AM     all     24.81      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     74.19
12:39:22 AM     all     25.19      0.00      0.50      0.00      0.00      0.25      0.00      0.00      0.00     74.06
12:39:23 AM     all     25.00      0.00      0.50      0.25      0.00      0.50      0.00      0.00      0.00     73.75
12:39:24 AM     all     24.87      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     74.12
12:39:25 AM     all     25.00      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.75
12:39:26 AM     all     25.13      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     73.87
12:39:27 AM     all     19.50      0.00      0.75      0.00      0.00      0.25      0.25      0.00      0.00     79.25
12:39:28 AM     all     25.00      0.00      0.50      0.25      0.00      0.50      0.25      0.00      0.00     73.50
12:39:29 AM     all     25.06      0.00      0.50      0.00      0.00      0.25      0.00      0.00      0.00     74.19
12:39:30 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:39:31 AM     all     25.19      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     73.82
12:39:32 AM     all     25.13      0.00      0.75      0.00      0.00      0.25      0.00      0.00      0.00     73.87
12:39:33 AM     all     24.94      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.82
12:39:34 AM     all     24.50      0.00      1.00      0.00      0.00      0.50      0.25      0.00      0.00     73.75
12:39:35 AM     all     25.06      0.00      0.25      0.00      0.00      0.50      0.00      0.00      0.00     74.19
12:39:36 AM     all     25.19      0.00      0.25      0.00      0.00      0.25      0.00      0.00      0.00     74.31
12:39:37 AM     all     24.75      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     74.00
12:39:38 AM     all     25.25      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     73.75
12:39:39 AM     all     24.87      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     74.12
12:39:40 AM     all     18.25      0.00      1.25      0.00      0.00      0.50      0.00      0.00      0.00     80.00
12:39:41 AM     all     25.06      0.00      0.25      0.00      0.00      0.25      0.25      0.00      0.00     74.19
12:39:42 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:39:43 AM     all     25.00      0.00      0.50      0.25      0.00      0.25      0.25      0.00      0.00     73.75
12:39:44 AM     all     24.87      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.12
12:39:45 AM     all     25.12      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.63
12:39:46 AM     all     25.00      0.00      0.25      0.00      0.00      0.25      0.00      0.00      0.00     74.49
12:39:47 AM     all     23.12      0.00      0.25      0.00      0.00      0.50      0.25      0.00      0.00     75.88
12:39:48 AM     all     24.94      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.06
12:39:49 AM     all     25.00      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.00
12:39:50 AM     all     25.06      0.00      0.50      0.00      0.00      0.25      0.25      0.00      0.00     73.93
12:39:51 AM     all     24.81      0.00      0.50      0.00      0.00      0.50      0.00      0.00      0.00     74.19
12:39:52 AM     all     25.19      0.00      0.50      0.00      0.00      0.50      0.25      0.00      0.00     73.57
12:39:53 AM     all     24.75      0.00      1.00      0.25      0.00      0.25      0.00      0.00      0.00     73.75
12:39:54 AM     all     53.27      0.00      8.54      0.00      0.00      0.75      0.50      0.00      0.00     36.93
12:39:55 AM     all     94.29      0.00      4.47      0.00      0.00      0.74      0.25      0.00      0.00      0.25
12:39:56 AM     all     97.50      0.00      1.50      0.00      0.00      1.00      0.00      0.00      0.00      0.00
12:39:57 AM     all     98.50      0.00      0.50      0.00      0.00      0.75      0.25      0.00      0.00      0.00
12:39:58 AM     all     98.50      0.00      0.50      0.00      0.00      1.00      0.00      0.00      0.00      0.00
12:39:59 AM     all     98.50      0.00      0.50      0.00      0.00      0.75      0.25      0.00      0.00      0.00
