frame_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1677133787418,1677133787424,1677133787572,1677133787574,156,148,8
2,1677133788491,1677133788496,1677133788634,1677133788635,144,138,6
3,1677133789561,1677133789564,1677133789704,1677133789705,144,140,4
CPU_usage_percent,peak_memory_mb,current_memory_mb
70.47119140625,7.930111885070801,0.08401300013065338
