frame_id,request_time_ms,request_received_time_ms,response_time_ms,response_received_time_ms,end_to_end_latency,compute_time,transmission_time
1,1677134339897,1677134339902,1677134340193,1677134340195,298,291,7
2,1677134341003,1677134341007,1677134341180,1677134341181,178,173,5
3,1677134342092,1677134342095,1677134342234,1677134342235,143,139,4
CPU_usage_percent,peak_memory_mb,current_memory_mb
86.6943359375,8.140538215637207,0.30150100588798523
